Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,Touchscreen,Ips,X_res,Y_res,ppi,Cpu Name,Cpu brand,HDD,SSD,Hybrid,Flash_Storage,Gpu brand,os,gpu_AMD,gpu_Intel,gpu_Nvidia,cpu_brand_AMD Processor,cpu_brand_Intel Core i3,cpu_brand_Intel Core i5,cpu_brand_Intel Core i7,cpu_brand_Other Intel Processor
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128 SSD +  1000 HDD,Nvidia GeForce GTX 1050,Windows 10,2.56,56502.9072,0,0,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,1000,128,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Asus,Notebook,14.0,1366x768,Intel Core i3 7100U 2.4GHz,4,128 SSD,Intel HD Graphics 620,Windows 10,1.3,27119.52,0,0,1366,768,111.93520355955211,Intel Core i3,Intel Core i3,0,128,0,0,Intel,Windows,0,1,0,0,1,0,0,0
Lenovo,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,4,256 SSD,Intel HD Graphics 520,Windows 10,1.8,45128.16,1,1,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,0,256,0,0,Intel,Windows,0,1,0,0,0,0,1,0
Acer,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 SSD +  1000 HDD,Nvidia GeForce GTX 1060,Windows 10,4.2,122490.72,0,1,1920,1080,127.33567457123111,Intel Core i7,Intel Core i7,1000,256,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Asus,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,16 Flash Storage,Intel HD Graphics 400,Chrome OS,1.2,15339.311999999998,0,0,1366,768,135.0942111925629,Intel Celeron Dual,Other Intel Processor,0,0,0,16,Intel,Others/No OS/Linux,0,1,0,0,0,0,0,1
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 SSD,Nvidia GeForce 940MX,Windows 10,2.18,53807.472,0,0,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,0,256,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
HP,Notebook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.49,58075.2,0,0,1920,1080,165.6321180513006,Intel Core i7,Intel Core i7,0,256,0,0,Intel,Windows,0,1,0,0,0,0,1,0
Toshiba,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.5,51841.44,0,1,1920,1080,165.6321180513006,Intel Core i5,Intel Core i5,0,256,0,0,Intel,Windows,0,1,0,0,0,1,0,0
Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8,256 SSD,Intel UHD Graphics 620,Windows 10,1.62,46300.85279999999,1,0,1920,1080,165.6321180513006,Intel Core i7,Intel Core i7,0,256,0,0,Intel,Windows,0,1,0,0,0,0,1,0
Dell,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,256 SSD +  2000 HDD,AMD Radeon 530,Windows 10,2.8,69210.72,0,0,1920,1080,127.33567457123111,Intel Core i7,Intel Core i7,2000,256,0,0,AMD,Windows,1,0,0,0,0,0,1,0
Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,2.0,67026.23999999999,0,1,1920,1080,141.21199808219862,Intel Core i5,Intel Core i5,0,256,0,0,Intel,Windows,0,1,0,0,0,1,0,0
Acer,Notebook,15.6,1366x768,AMD A12-Series 9720P 2.7GHz,8,256 SSD,AMD Radeon RX 540,Windows 10,2.2,35111.52,0,0,1366,768,100.45466986113651,AMD A12-Series 9720P,AMD Processor,0,256,0,0,AMD,Windows,1,0,0,1,0,0,0,0
Lenovo,Ultrabook,14.0,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6600U 2.6GHz,16,512 SSD,Intel HD Graphics 520,Windows 10,1.1,111834.72,0,1,2560,1440,209.8006828649808,Intel Core i7,Intel Core i7,0,512,0,0,Intel,Windows,0,1,0,0,0,0,1,0
Toshiba,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,500 HDD,Intel HD Graphics 620,Windows 10,2.0,26053.92,0,0,1366,768,100.45466986113651,Intel Core i3,Intel Core i3,500,0,0,0,Intel,Windows,0,1,0,0,1,0,0,0
HP,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2,32 Flash Storage,Intel HD Graphics 400,Windows 10,1.44,14865.12,0,0,1366,768,111.93520355955211,Intel Celeron Dual,Other Intel Processor,0,0,0,32,Intel,Windows,0,1,0,0,0,0,0,1
Dell,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.6,64202.4,0,0,1920,1080,157.3505121487356,Intel Core i5,Intel Core i5,0,256,0,0,Intel,Windows,0,1,0,0,0,1,0,0
Dell,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 7Y54 1.2GHz,8,256 SSD,Intel HD Graphics 615,Windows 10,1.24,96596.64,1,0,3200,1800,276.053530085501,Intel Core i5,Intel Core i5,0,256,0,0,Intel,Windows,0,1,0,0,0,1,0,0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8,256 SSD,Intel HD Graphics 520,Windows 7,2.09,56633.976,0,0,1920,1080,141.21199808219862,Intel Core i5,Intel Core i5,0,256,0,0,Intel,Windows,0,1,0,0,0,1,0,0
Asus,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4,1000 HDD,AMD Radeon R5 M420,Windows 10,1.68,24988.32,0,0,1366,768,100.45466986113651,AMD A9-Series 9420,AMD Processor,1000,0,0,0,AMD,Windows,1,0,0,1,0,0,0,0
LG,Ultrabook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,512 SSD,Intel HD Graphics 620,Windows 10,1.09,122490.72,0,1,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,0,512,0,0,Intel,Windows,0,1,0,0,0,0,1,0
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,256 SSD,Intel HD Graphics 620,Windows 10,1.48,84715.2,0,0,1920,1080,157.3505121487356,Intel Core i5,Intel Core i5,0,256,0,0,Intel,Windows,0,1,0,0,0,1,0,0
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512 SSD +  1000 HDD,Nvidia GeForce GTX 1070,Windows 10,2.9,128671.2,0,0,1920,1080,127.33567457123111,Intel Core i7,Intel Core i7,1000,512,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Acer,Netbook,11.6,IPS Panel 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,32 Flash Storage,Intel HD Graphics 400,Chrome OS,1.25,15824.16,0,1,1366,768,135.0942111925629,Intel Celeron Dual,Other Intel Processor,0,0,0,32,Intel,Others/No OS/Linux,0,1,0,0,0,0,0,1
Mediacom,Notebook,14.0,Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,4,32 SSD,Intel HD Graphics,Windows 10,1.4,13266.72,0,0,1920,1080,157.3505121487356,Intel Atom x5-Z8350,Other Intel Processor,0,32,0,0,Intel,Windows,0,1,0,0,0,0,0,1
HP,Ultrabook,12.5,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256 SSD,Intel HD Graphics 520,Windows 7,1.26,63882.72,0,0,1920,1080,176.23257360658386,Intel Core i5,Intel Core i5,0,256,0,0,Intel,Windows,0,1,0,0,0,1,0,0
Asus,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,8,1000 HDD,Intel HD Graphics 500,Windows 10,2.0,21258.72,0,0,1366,768,100.45466986113651,Intel Celeron Dual,Other Intel Processor,1000,0,0,0,Intel,Windows,0,1,0,0,0,0,0,1
Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1000 HDD,Nvidia GeForce GTX 1050Ti,Windows 10,2.62,63882.72,0,0,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,1000,0,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Apple,Ultrabook,15.4,IPS Panel Retina Display 2880x1800,Intel Core i7 2.8GHz,16,256 SSD,AMD Radeon Pro 555,macOS,1.83,130001.6016,0,1,2880,1800,220.53462386625827,Intel Core i7,Intel Core i7,0,256,0,0,AMD,Mac,1,0,0,0,0,0,1,0
Mediacom,Notebook,14.0,Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,2,32 Flash Storage,Intel HD Graphics,Windows 10,1.4,12733.92,0,0,1920,1080,157.3505121487356,Intel Atom x5-Z8350,Other Intel Processor,0,0,0,32,Intel,Windows,0,1,0,0,0,0,0,1
Dell,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,16,512 SSD,Nvidia Quadro M620,Windows 10,2.17,124568.64,0,1,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,0,512,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Dell,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500 HDD,Intel HD Graphics 520,Linux,2.09,27899.0064,0,0,1366,768,100.45466986113651,Intel Core i5,Intel Core i5,500,0,0,0,Intel,Others/No OS/Linux,0,1,0,0,0,1,0,0
Dell,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.7GHz,8,1000 HDD,Nvidia GeForce GTX 1060,Windows 10,4.42,109010.88,0,1,1920,1080,127.33567457123111,Intel Core i7,Intel Core i7,1000,0,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,4,256 SSD,Intel HD Graphics 620,Windows 10,1.28,90576.0,1,0,1920,1080,165.6321180513006,Intel Core i5,Intel Core i5,0,256,0,0,Intel,Windows,0,1,0,0,0,1,0,0
HP,Notebook,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,1000 HDD,Nvidia GeForce 930MX,Windows 10,2.5,47738.88,0,0,1920,1080,127.33567457123111,Intel Core i5,Intel Core i5,1000,0,0,0,Nvidia,Windows,0,0,1,0,0,1,0,0
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 SSD +  1000 HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.2,69210.72,0,0,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,1000,256,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
HP,Workstation,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,500 HDD,Nvidia Quadro M1200,Windows 10,3.14,101657.7072,0,0,1920,1080,127.33567457123111,Intel Core i7,Intel Core i7,500,0,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256 SSD,Intel HD Graphics 520,Windows 10,1.43,118761.12,0,0,1920,1080,157.3505121487356,Intel Core i7,Intel Core i7,0,256,0,0,Intel,Windows,0,1,0,0,0,0,1,0
Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.68,47365.92,1,0,1920,1080,165.6321180513006,Intel Core i5,Intel Core i5,0,256,0,0,Intel,Windows,0,1,0,0,0,1,0,0
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128 SSD +  1000 HDD,Nvidia GeForce GTX 1050,Windows 10,2.4,60888.384,0,0,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,1000,128,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 SSD +  1000 HDD,Nvidia GeForce GTX 1060,Windows 10,2.7,85141.44,0,0,1920,1080,127.33567457123111,Intel Core i7,Intel Core i7,1000,256,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Lenovo,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i7 6560U 2.2GHz,16,1000 SSD,Intel Iris Graphics 540,Windows 10,1.3,95850.72,1,1,3200,1800,276.053530085501,Intel Core i7,Intel Core i7,0,1000,0,0,Intel,Windows,0,1,0,0,0,0,1,0
HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4,500 HDD,Intel HD Graphics 620,Windows 10,2.1,38468.16,0,1,1920,1080,141.21199808219862,Intel Core i5,Intel Core i5,500,0,0,0,Intel,Windows,0,1,0,0,0,1,0,0
MSI,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16,256 SSD +  1000 HDD,Nvidia GeForce GTX 980M,Windows 10,3.78,82351.6992,0,1,1920,1080,127.33567457123111,Intel Core i7,Intel Core i7,1000,256,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1000 HDD,AMD Radeon 530,Windows 10,2.1,39693.6,0,0,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,1000,0,0,0,AMD,Windows,1,0,0,0,0,0,1,0
Lenovo,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256 SSD,Intel HD Graphics 520,Windows 7,2.02,71395.2,0,0,1920,1080,157.3505121487356,Intel Core i5,Intel Core i5,0,256,0,0,Intel,Windows,0,1,0,0,0,1,0,0
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4,1000 HDD,Intel HD Graphics 620,Windows 10,1.85,41505.12,0,0,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,1000,0,0,0,Intel,Windows,0,1,0,0,0,0,1,0
Asus,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,1000 HDD,Intel HD Graphics 620,Windows 10,2.0,23176.8,0,0,1366,768,100.45466986113651,Intel Core i3,Intel Core i3,1000,0,0,0,Intel,Windows,0,1,0,0,1,0,0,0
HP,Notebook,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8,1000 HDD,Intel HD Graphics 620,Windows 10,2.04,29783.52,1,0,1366,768,100.45466986113651,Intel Core i5,Intel Core i5,1000,0,0,0,Intel,Windows,0,1,0,0,0,1,0,0
Dell,Notebook,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,128 SSD +  1000 HDD,AMD Radeon 530,Windows 10,2.8,57808.8,0,0,1920,1080,127.33567457123111,Intel Core i5,Intel Core i5,1000,128,0,0,AMD,Windows,1,0,0,0,0,1,0,0
Asus,Notebook,17.3,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,1000 HDD,Nvidia GeForce 920MX,Windows 10,2.8,24828.48,0,0,1366,768,90.58340172449303,Intel Pentium Quad,Other Intel Processor,1000,0,0,0,Nvidia,Windows,0,0,1,0,0,0,0,1
Lenovo,Notebook,13.3,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,4,16 Flash Storage,Intel HD Graphics 510,Chrome OS,1.45,24503.472,0,0,1366,768,117.82653006268643,Intel Celeron Dual,Other Intel Processor,0,0,0,16,Intel,Others/No OS/Linux,0,1,0,0,0,0,0,1
Lenovo,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,16,512 SSD,Intel HD Graphics 520,Windows 10,2.8,130003.2,1,1,2560,1440,209.8006828649808,Intel Core i7,Intel Core i7,0,512,0,0,Intel,Windows,0,1,0,0,0,0,1,0
Toshiba,Ultrabook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4,128 SSD,Intel HD Graphics 620,Windows 10,1.25,58075.2,0,0,1366,768,111.93520355955211,Intel Core i5,Intel Core i5,0,128,0,0,Intel,Windows,0,1,0,0,0,1,0,0
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256 SSD +  1000 HDD,Nvidia GeForce GTX 950M,Windows 10,2.4,42570.72,0,0,1920,1080,141.21199808219862,Intel Core i5,Intel Core i5,1000,256,0,0,Nvidia,Windows,0,0,1,0,0,1,0,0
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,4,1000 Hybrid,Intel HD Graphics 520,Windows 7,2.32,43956.0,0,0,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,0,0,1000,0,Intel,Windows,0,1,0,0,0,0,1,0
HP,Workstation,17.3,1600x900,Intel Core i5 7440HQ 2.8GHz,8,500 HDD,Nvidia Quadro M1200,Windows 10,3.14,99153.5472,0,0,1600,900,106.11306214269258,Intel Core i5,Intel Core i5,500,0,0,0,Nvidia,Windows,0,0,1,0,0,1,0,0
HP,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,1000 HDD,Intel HD Graphics 400,No OS,1.86,15392.592,0,0,1366,768,100.45466986113651,Intel Celeron Dual,Other Intel Processor,1000,0,0,0,Intel,Others/No OS/Linux,0,1,0,0,0,0,0,1
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1000 HDD,Nvidia GeForce 940MX,Windows 10,2.23,28984.32,0,0,1920,1080,141.21199808219862,Intel Core i3,Intel Core i3,1000,0,0,0,Nvidia,Windows,0,0,1,0,1,0,0,0
Acer,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1000 HDD,Nvidia GeForce GTX 1050,Linux,2.4,37775.52,0,0,1920,1080,141.21199808219862,Intel Core i5,Intel Core i5,1000,0,0,0,Nvidia,Others/No OS/Linux,0,0,1,0,0,1,0,0
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Pentium Quad Core N4200 1.1GHz,4,128 SSD,Intel HD Graphics 505,Windows 10,2.2,18594.72,0,0,1920,1080,141.21199808219862,Intel Pentium Quad,Other Intel Processor,0,128,0,0,Intel,Windows,0,1,0,0,0,0,0,1
Acer,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 SSD +  1000 HDD,Nvidia GeForce GTX 1070,Windows 10,4.2,138474.72,0,1,1920,1080,127.33567457123111,Intel Core i7,Intel Core i7,1000,256,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
HP,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.84,40066.56,0,0,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,0,256,0,0,Intel,Windows,0,1,0,0,0,0,1,0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,256 SSD,AMD Radeon R5 M430,Windows 10,2.2,26581.392,0,0,1920,1080,141.21199808219862,Intel Core i3,Intel Core i3,0,256,0,0,AMD,Windows,1,0,0,0,1,0,0,0
Apple,Ultrabook,13.3,IPS Panel Retina Display 2560x1600,Intel Core i5 3.1GHz,8,512 SSD,Intel Iris Plus Graphics 650,macOS,1.37,108691.2,0,1,2560,1600,226.98300468106115,Intel Core i5,Intel Core i5,0,512,0,0,Intel,Mac,0,1,0,0,0,1,0,0
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4,256 SSD,Nvidia GeForce MX130,Windows 10,2.2,30476.16,0,0,1920,1080,141.21199808219862,Intel Core i3,Intel Core i3,0,256,0,0,Nvidia,Windows,0,0,1,0,1,0,0,0
Dell,Gaming,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,16,128 SSD +  1000 HDD,Nvidia GeForce GTX 960M,Windows 10,2.72,58554.72,1,1,3840,2160,282.42399616439724,Intel Core i7,Intel Core i7,1000,128,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,512 SSD,Intel HD Graphics 620,Windows 10,1.37,104961.6,1,1,1920,1080,165.6321180513006,Intel Core i7,Intel Core i7,0,512,0,0,Intel,Windows,0,1,0,0,0,0,1,0
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256 SSD,Nvidia GeForce 930MX ,Windows 10,2.1,46833.12,0,0,1920,1080,141.21199808219862,Intel Core i5,Intel Core i5,0,256,0,0,Nvidia,Windows,0,0,1,0,0,1,0,0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,128 SSD,Intel HD Graphics 620,Windows 10,1.9,50349.6,0,0,1920,1080,141.21199808219862,Intel Core i5,Intel Core i5,0,128,0,0,Intel,Windows,0,1,0,0,0,1,0,0
Acer,2 in 1 Convertible,11.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Celeron Dual Core N3350 2.0GHz,4,32 Flash Storage,Intel HD Graphics 500,Windows 10,1.25,18594.72,1,1,1920,1080,189.90579052433606,Intel Celeron Dual,Other Intel Processor,0,0,0,32,Intel,Windows,0,1,0,0,0,0,0,1
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,512 SSD,Nvidia GeForce GTX 960,Windows 10,3.31,69530.4,0,1,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,0,512,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Acer,Notebook,17.3,1600x900,Intel Core i3 6006U 2.0GHz,8,1000 HDD,Nvidia GeForce 940MX,Windows 10,3.3,33513.119999999995,0,0,1600,900,106.11306214269258,Intel Core i3,Intel Core i3,1000,0,0,0,Nvidia,Windows,0,0,1,0,1,0,0,0
Asus,Notebook,17.3,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1000 HDD,Nvidia GeForce 920MX,Windows 10,2.0,30049.92,0,0,1920,1080,127.33567457123111,Intel Core i3,Intel Core i3,1000,0,0,0,Nvidia,Windows,0,0,1,0,1,0,0,0
Lenovo,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i7 6500U 2.5GHz,16,512 SSD,Intel HD Graphics 520,Windows 10,1.3,79866.72,1,1,3200,1800,276.053530085501,Intel Core i7,Intel Core i7,0,512,0,0,Intel,Windows,0,1,0,0,0,0,1,0
HP,Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,8,1000 HDD,Intel HD Graphics 520,Windows 10,2.54,26053.92,0,0,1600,900,106.11306214269258,Intel Core i3,Intel Core i3,1000,0,0,0,Intel,Windows,0,1,0,0,1,0,0,0
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256 SSD,Nvidia GeForce GTX 1050M,No OS,2.4,46300.32,0,1,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,0,256,0,0,Nvidia,Others/No OS/Linux,0,0,1,0,0,0,1,0
Dell,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,128 SSD,Intel HD Graphics 620,Windows 10,2.18,29144.16,0,0,1366,768,100.45466986113651,Intel Core i3,Intel Core i3,0,128,0,0,Intel,Windows,0,1,0,0,1,0,0,0
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32,256 SSD +  256 SSD,Nvidia GeForce GTX 980M,Windows 10,3.58,68145.12,0,1,1920,1080,127.33567457123111,Intel Core i7,Intel Core i7,0,512,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Asus,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.25,55890.72,0,0,1920,1080,157.3505121487356,Intel Core i7,Intel Core i7,0,256,0,0,Intel,Windows,0,1,0,0,0,0,1,0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 SSD,AMD Radeon R5 M430,Windows 10,2.2,39693.6,0,0,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,0,256,0,0,AMD,Windows,1,0,0,0,0,0,1,0
HP,Netbook,12.5,1366x768,Intel Core i5 6200U 2.3GHz,4,128 SSD,Intel HD Graphics 520,Windows 7,2.4,85194.72,0,0,1366,768,125.36742798669837,Intel Core i5,Intel Core i5,0,128,0,0,Intel,Windows,0,1,0,0,0,1,0,0
Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256 SSD,Intel UHD Graphics 620,Windows 10,1.2,77250.672,0,0,1920,1080,165.6321180513006,Intel Core i5,Intel Core i5,0,256,0,0,Intel,Windows,0,1,0,0,0,1,0,0
Asus,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,4,256 SSD,Intel HD Graphics 620,Windows 10,2.37,45282.672,0,0,1366,768,100.45466986113651,Intel Core i7,Intel Core i7,0,256,0,0,Intel,Windows,0,1,0,0,0,0,1,0
Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,500 HDD,Intel HD Graphics 520,No OS,1.9,23976.0,0,0,1366,768,100.45466986113651,Intel Core i3,Intel Core i3,500,0,0,0,Intel,Others/No OS/Linux,0,1,0,0,1,0,0,0
Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.32,79866.72,0,1,1920,1080,157.3505121487356,Intel Core i5,Intel Core i5,0,256,0,0,Intel,Windows,0,1,0,0,0,1,0,0
Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,1000 HDD,Intel UHD Graphics 620,Windows 10,1.55,35111.52,1,0,1920,1080,165.6321180513006,Intel Core i5,Intel Core i5,1000,0,0,0,Intel,Windows,0,1,0,0,0,1,0,0
Asus,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256 SSD,Intel HD Graphics 520,Windows 10,1.45,68198.4,0,0,1920,1080,165.6321180513006,Intel Core i7,Intel Core i7,0,256,0,0,Intel,Windows,0,1,0,0,0,0,1,0
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1000 HDD,Intel HD Graphics 620,Windows 10,1.86,34045.92,0,0,1920,1080,141.21199808219862,Intel Core i5,Intel Core i5,1000,0,0,0,Intel,Windows,0,1,0,0,0,1,0,0
Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128 SSD +  1000 HDD,Nvidia GeForce GTX1060,Windows 10,2.24,71341.92,0,0,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,1000,128,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Asus,Gaming,17.3,Full HD 1920x1080,AMD Ryzen 1700 3GHz,8,256 SSD +  1000 HDD,AMD Radeon RX 580,Windows 10,3.2,69210.72,0,0,1920,1080,127.33567457123111,AMD Ryzen 1700,AMD Processor,1000,256,0,0,AMD,Windows,1,0,0,1,0,0,0,0
